Group.1	x
Ctenomys_pearsoni	9.08746883404561
Ctenomys_rionegrensis	14.6939270078807
Ctenomys_sp	3.01490051508147
Ctenomys_torquatus	13.8673007246753
Ctenopharyngodon_idella	21.1394654924549
Ctenotus_atlas	3.62610815423791
Ctenotus_dux	4.11431041165733
Ctenotus_inornatus	2.39246820996387
Ctenotus_leonhardii	1.88570788457888
Ctenotus_pantherinus	2.18193690863292
Ctenotus_piankai	1.17784628781109
Ctenotus_quattuordecimlineatus	1.86479584868849
Culaea_inconstans	2.12431189052601
Culter_alburnus	10.2249268567381
Cuora_trifasciata	5.06142698020734
Cyanopica_cyanus	4.35911751266568
Cyclarhis_gujanensis	5.90894732892651
Cynomys_ludovicianus	15.794860790659
Cynomys_mexicanus	10.6007744348112
Cynops_ensicauda	9.15856019721069
Cynops_pyrrhogaster	4.32615048169188
Cynopterus_brachyotis	3.78965967859268
Cynopterus_sp	3.80456978917336
Cynopterus_sphinx	4.51141099022299
Cyprinella_caerulea	9.42208874767248
Cyprinella_lepida	7.85053483494469
Cyprinella_lutrensis	3.65201726868299
Cyprinella_venusta	2.18675207657539
Cyprinodon_variegatus	8.0697494766066
Cyprinus_carpio	5.00822878864229
Danio_rerio	1.65873518905336
Dasypus_novemcinctus	5.05766162327386
Deinagkistrodon_acutus	6.80663102360125
Delphinus_delphis	1.28433433676923
Deltamys_kempi	4.58442105680747
Dendrocopos_major	13.8262920882423
Dendropsophus_reticulatus	6.30639966070827
Desmodus_rotundus	11.1556780206996
Desmognathus_fuscus	5.34783938129934
Diadophis_punctatus	4.59586323384073
Dicamptodon_tenebrosus	2.53799445675525
Dicrurus_forficatus	3.95683340871765
Diodon_holocanthus	5.59621677803346
Diplodus_vulgaris	1.7080572556247
Diplomystes_nahuelbutaensis	0.448423577106729
Dipodillus_campestris	5.99533399370311
Diptychus_maculatus	4.07744375531551
Dolloidraco_longedorsalis	5.1394178720583
Doryrhamphus_excisus	1.73892300630327
Drymarchon_couperi	11.3158589993325
Dryomys_nitedula	1.48408940574838
Echinotriton_andersoni	5.64340849869162
Ectopistes_migratorius	6.94745554625413
Eidolon_dupreanum	5.41557918789851
Eidolon_helvum	1.62845958344512
Elaphe_quadrivirgata	6.24563549541621
Elassoma_zonatum	3.76818399655316
Elephas_maximus	4.20004479072861
Eleutheronema_tetradactylum	6.8450720299086
Elgaria_multicarinata	4.76528875132494
Elopichthys_bambusa	33.2510095445708
Empidonax_difficilis	22.5827084830237
Empidonax_traillii	4.6345972195511
Engraulis_encrasicolus	0.936342885553286
Eopsaltria_australis	5.23286155264062
Eopsaltria_griseogularis	10.8347295206619
Eospalax_baileyi	3.69277891168153
Eospalax_cansus	2.00023271578635
Eothenomys_chinensis	1.80685996133961
Eothenomys_custos	1.09016580879864
Eothenomys_melanogaster	3.88002443019086
Eothenomys_miletus	1.73971524840842
Eozapus_setchuanus	1.8596369239113
Epinephelus_coioides	10.5530489380843
Epinephelus_fuscoguttatus	8.39532978614574
Epinephelus_lanceolatus	8.89932156524045
Epinephelus_marginatus	15.6297626780793
Epomophorus_gambianus	1.51755763888361
Epomops_buettikoferi	11.1130829066731
Epomops_franqueti	6.90377082701193
Equus_asinus	7.43550689402821
Equus_caballus	6.55754981801176
Equus_przewalskii	7.57379444775792
Eremias_argus	4.00575790222242
Eremias_brenchleyi	5.11974077240731
Eremias_persica	4.54688151612345
Eremias_velox	7.59178039579999
Eremophila_alpestris	3.85211871104364
Eschrichtius_robustus	12.1355051237938
Esox_lucius	10.6314610779919
Esox_reichertii	0
Etheostoma_caeruleum	1.96622102172
Etheostoma_crossopterum	3.48373605039791
Etheostoma_fragi	4.04039048605467
Etheostoma_kantuckeense	2.59523943661424
Etheostoma_lawrencei	1.09547533762122
Etheostoma_nigripinne	3.72375187345821
Etheostoma_olmstedi	7.22138650698264
Etheostoma_spectabile	1.05985068725724
Etheostoma_tetrazonum	1.77836360737282
Etheostoma_uniporum	4.35080652139793
Euchiloglanis_kishinouyei	28.5146045475381
Euchoreutes_naso	0.592610892765304
Eulemur_rubriventer	7.9528076564616
Eulemur_rufus	5.9055896176632
Eumetopias_jubatus	21.313556715761
Eumyias_panayensis	7.36784776745568
Eurycea_bislineata	8.64955554292677
Eurycea_chamberlaini	9.13388753686741
Eurycea_multiplicata	2.98098736202204
Eurycea_quadridigitata	10.8382727920837
Eurycea_tynerensis	4.16097411464689
Eurycea_wilderae	6.73308858230897
Eutropis_multicarinata	5.45064068007121
Eutropis_multifasciata	3.48967009964644
Exocoetus_monocirrhus	0.726901650687522
Exocoetus_volitans	0.72051531778792
Falco_peregrinus	29.0176246857984
Falco_tinnunculus	21.8244946288526
Felis_catus	21.0106551741825
Felis_silvestris	4.11081993848801
Ficedula_hyperythra	5.4516856659371
Forcipiger_flavissimus	9.62543649803881
Forpus_passerinus	3.97912463617556
Fringilla_coelebs	3.73747728950928
Fundulus_heteroclitus	5.83241997310118
Fundulus_notatus	5.40064051880962
Fundulus_olivaceus	4.23829572492876
Gadus_chalcogrammus	5.66348562637707
Gadus_morhua	2.64049785510235
Galaxias_truttaceus	0
Galea_musteloides	2.99167758662567
Galemys_pyrenaicus	3.68727377646224
Gallotia_galloti	0.46914585413328
Gallus_gallus	12.6094993018495
Gambelia_sila	18.0134870859008
Gambelia_wislizenii	5.56625653072485
Garra_orientalis	10.8658669825384
Garrulax_canorus	5.19793199290596
Garrulax_chinensis	2.96277549350635
Garrulus_glandarius	6.17440412039156
Gazella_dorcas	4.77456422403941
Gazella_gazella	5.62618059908726
Gazella_subgutturosa	16.1348422218202
Gekko_gecko	9.79846162457097
Gekko_swinhonis	3.71511054777706
Genetta_genetta	3.94110096504937
Genetta_maculata	6.33261909571789
Gerbilliscus_leucogaster	8.91776876195352
Gerbillus_gerbillus	1.45081454782181
Gerbillus_henleyi	4.7687531153805
Gerbillus_nancillus	2.99230073798056
Gerbillus_nanus	3.35388383154393
Gerbillus_pyramidum	10.4759897119436
Gerbillus_tarabuli	2.72571459610923
Gerrhonotus_infernalis	8.36891323854799
Gila_conspersa	0
Gila_nigrescens	11.2530351966115
Giraffa_camelopardalis	6.24861600698535
Girardinus_metallicus	6.07311951420219
Glaucomys_sabrinus	2.30382790412459
Glirulus_japonicus	1.42727997941567
Gloydius_brevicaudus	2.20780475124142
Gloydius_ussuriensis	22.9519147413728
Glyptothorax_zanaensis	7.91334777924038
Gobio_gobio	10.5447706067613
Gobiobotia_brevibarba	0.317227192886615
Gobiobotia_macrocephala	2.84198073109964
Gobiobotia_naktongensis	1.59061241656911
Gobiomorphus_australis	3.43651271728998
Gorilla_gorilla	2.72355810083104
Gorilla_gorilla_gorilla	24.5714176700815
Gracilinanus_agilis	7.05436814103267
Graomys_griseoflavus	2.71372350584448
Gulo_gulo	13.1367219124423
